Theme,Count
TAX_ETHNICITY_TIBETANS,2
TAX_WORLDLANGUAGES_TIBETANS,2
CRISISLEX_T11_UPDATESSYMPATHY,202
SECURITY_SERVICES,91
TAX_FNCACT_POLICE,40
WB_2131_EMPLOYABILITY_SKILLS_AND_JOBS,211
WB_1484_EDUCATION_SKILLS_DEVELOPMENT_AND_LABOR_MARKET,211
SOC_POINTSOFINTEREST_COLLEGE,23
TAX_FNCACT_CHAIRMAN,134
TAX_FNCACT_VICE_CHAIRMAN,23
SOC_POINTSOFINTEREST_HEADQUARTERS,54
TAX_WORLDLANGUAGES_ETHIOPIAN,22
GENERAL_HEALTH,292
TAX_DISEASE,146
TAX_DISEASE_DISEASES,15
WB_1406_DISEASES,114
UNGP_HEALTHCARE,38
WB_2024_ANTI_CORRUPTION_AUTHORITIES,79
WB_696_PUBLIC_SECTOR_MANAGEMENT,580
WB_831_GOVERNANCE,351
WB_832_ANTI_CORRUPTION,90
WB_2026_PREVENTION,50
MEDICAL,270
TAX_ETHNICITY_MALI,44
ECON_WORLDCURRENCIES_DOLLARS,187
ECON_WORLDCURRENCIES_US_DOLLARS,18
TAX_FNCACT_LEADERS,537
TAX_FNCACT_FOREIGN_MINISTER,189
TAX_ETHNICITY_RUSSIAN,187
TAX_WORLDLANGUAGES_RUSSIAN,187
EPU_POLICY_DUMA,2
TAX_WORLDLANGUAGES_RUSSIA,143
TAX_ETHNICITY_GERMAN,7
TAX_WORLDLANGUAGES_GERMAN,7
TAX_FNCACT_SPOKESMAN,43
KIDNAP,5
TAX_FNCACT_PROFESSOR,81
WB_744_SOCIAL_ANALYSIS,9
WB_836_POLITICAL_ECONOMY_OF_REFORM,9
WB_134_SOCIAL_DEVELOPMENT,72
ALLIANCE,9
TAX_FNCACT_EDITOR,152
TAX_FNCACT_ORGANIZERS,14
TAX_ECON_PRICE,119
TAX_FNCACT_MANAGER,56
TAX_WORLDLANGUAGES_MALAVI,1
TAX_FNCACT_BUSINESSMAN,21
TAX_ETHNICITY_ZULU,18
TAX_FNCACT_DESIGNER,1
TAX_FNCACT_SALES_MANAGER,1
EPU_CATS_MIGRATION_FEAR_FEAR,75
TAX_WORLDLANGUAGES_BRUNEI,15
SOVEREIGNTY,47
NEGOTIATIONS,65
WB_840_JUSTICE,269
WB_2473_DIPLOMACY_AND_NEGOTIATIONS,95
WB_939_NEGOTIATION,60
WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT,158
WB_936_ALTERNATIVE_DISPUTE_RESOLUTION,65
WB_843_DISPUTE_RESOLUTION,68
WB_2471_PEACEKEEPING,135
LEGISLATION,91
EPU_POLICY_LAW,36
UNREST_BELLIGERENT,19
ARMEDCONFLICT,108
CRISISLEX_T01_CAUTION_ADVICE,36
WOUND,21
CRISISLEX_C03_WELLBEING_HEALTH,70
CRISISLEX_T02_INJURED,39
WB_2490_NATIONAL_PROTECTION_AND_SECURITY,32
TAX_ETHNICITY_FRENCH,27
TAX_WORLDLANGUAGES_FRENCH,27
ELECTION,47
VIOLENT_UNREST,2
CRIME_LOOTING,2
EPU_POLICY_CONGRESS,41
TAX_TERROR_GROUP,22
TAX_TERROR_GROUP_AFRICAN_NATIONAL_CONGRESS,17
TAX_POLITICAL_PARTY,96
TAX_POLITICAL_PARTY_AFRICAN_NATIONAL_CONGRESS,17
DISCRIMINATION,15
DISCRIMINATION_RACE,2
DISCRIMINATION_RACE_RACISM,2
UNGP_FREEDOM_FROM_DISCRIMINATION,4
TAX_FNCACT_MAYORESS,2
TAX_FNCACT_CANDIDATE,4
PROTEST,71
TAX_FNCACT_DEMONSTRATORS,2
CRISISLEX_T04_INFRASTRUCTURE,85
PUBLIC_TRANSPORT,92
TAX_FNCACT_SECRETARY,78
TAX_FNCACT_SECRETARY_GENERAL,24
TAX_FNCACT_CRIMINAL,18
UNGP_CRIME_VIOLENCE,23
TAX_FNCACT_CHIEF,98
TAX_FNCACT_PRIME_MINISTER,113
WB_1857_ARBITRATION,5
TAX_FNCACT_OFFICIALS,241
TAX_ETHNICITY_KENYAN,44
TAX_ETHNICITY_ASIAN,126
TAX_AIDGROUPS,24
TAX_AIDGROUPS_ASSOCIATION_OF_SOUTHEAST_ASIAN_NATIONS,2
TAX_ETHNICITY_ZIMBABWEAN,62
WB_845_LEGAL_AND_REGULATORY_FRAMEWORK,27
WB_963_NATURAL_RESOURCES_LAW,2
WB_1020_LAW_OF_THE_SEA,2
WB_962_INTERNATIONAL_LAW,10
TAX_ETHNICITY_MAURITANIA,17
WB_2670_JOBS,371
WB_2769_JOBS_STRATEGIES,188
WB_2840_INTEGRATION,114
WB_2836_MIGRATION_POLICIES_AND_JOBS,122
ECON_UNIONS,12
TAX_FNCACT_SCHOLAR,4
WB_652_ICT_APPLICATIONS,4
WB_662_SOCIAL_MEDIA,4
WB_658_ENTERPRISE_APPLICATIONS,4
TAX_FNCACT_HERO,2
TAX_ETHNICITY_KOREAN,11
TAX_WORLDLANGUAGES_KOREAN,11
DISASTER_FIRE,3
TAX_MILITARY_TITLE_SOLDIERS,4
TAX_FNCACT_SOLDIERS,4
TAX_FNCACT_SEPARATIST,1
SEPARATISTS,1
TAX_FNCACT_FINANCE_MINISTER,20
TAX_FNCACT_BUSINESS_LEADERS,23
WB_477_INCLUSIVE_GROWTH,59
ECON_TAXATION,23
EPU_POLICY_TAX,21
EPU_CATS_TAXES,21
TAX_FNCACT_WORKER,6
WB_135_TRANSPORT,444
WB_1803_TRANSPORT_INFRASTRUCTURE,312
WB_166_RAILWAYS,145
CRISISLEX_C04_LOGISTICS_TRANSPORT,127
ECON_STOCKMARKET,22
TAX_FNCACT_COORDINATOR,10
AGRICULTURE,303
WB_635_PUBLIC_HEALTH,166
EPU_POLICY_BUDGET,9
TAX_FNCACT_SENATOR,2
ENV_OIL,33
ECON_OILPRICE,5
SLFID_ECONOMIC_DEVELOPMENTAID,73
WB_1281_MANUFACTURING,227
WB_286_TELECOMMUNICATIONS_AND_BROADBAND_ACCESS,41
TAX_FNCACT_COORDINATORS,5
TAX_FNCACT_CHILDREN,42
TAX_DISEASE_IMMUNODEFICIENCY,3
WB_1415_COMMUNICABLE_DISEASE,68
WB_1416_HIV_AND_AIDS,3
TAX_DISEASE_HIV,13
TAX_DISEASE_TUBERCULOSIS,5
WB_1419_TUBERCULOSIS,5
TAX_DISEASE_DISEASE,17
HEALTH_SEXTRANSDISEASE,3
TAX_DISEASE_SEXUALLY_TRANSMITTED_DISEASES,3
WB_1422_STI_AND_STD,3
TAX_FNCACT_LADY,31
TAX_FNCACT_EXECUTIVE,131
TAX_FNCACT_EXECUTIVE_DIRECTOR,51
TAX_WORLDLANGUAGES_BEKOE,7
WB_2847_INDUSTRIAL_POLICIES,19
WB_1070_ECONOMIC_GROWTH_POLICY,25
WB_1075_INDUSTRY_POLICY,19
TAX_WORLDLANGUAGES_ACCRA,4
ECON_WORLDCURRENCIES_YUANS,2
SOC_POINTSOFINTEREST_HOSPITAL,24
TRAFFIC,11
ECON_DEVELOPMENTORGS,102
ECON_DEVELOPMENTORGS_WORLD_TRADE_ORGANIZATION,13
EPU_POLICY_WORLD_TRADE_ORGANIZATION,13
EPU_CATS_TRADE_POLICY,17
WB_2025_INVESTIGATION,29
WB_1014_CRIMINAL_JUSTICE,44
WB_775_TRADE_POLICY_AND_INTEGRATION,49
WB_2576_REGIONAL_INTEGRATION,33
WB_2578_CUSTOMS_UNIONS,3
WB_2575_TRADE_POLICY_AND_INVESTMENT_AGREEMENTS,49
TAX_ECON_FREETRADEAGREEMENTS,13
TAX_ECON_FREETRADEAGREEMENTS_SOUTH_AFRICAN_CUSTOMS_UNION,3
WB_1202_INDUSTRIAL_ZONES,73
WB_862_GROWTH_POLES_AND_ECONOMIC_ZONES,225
WB_405_BUSINESS_CLIMATE,86
WB_2530_BUSINESS_ENVIRONMENT,82
SLFID_ECONOMIC_DEVELOPMENT,129
WB_615_GENDER,11
MOVEMENT_WOMENS,11
WB_919_GENDER_AND_HUMAN_DEVELOPMENT,9
MOVEMENT_GENERAL,26
TAX_FNCACT_LEADER,129
TAX_DISEASE_CANCER,12
WB_1431_CANCER,12
WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY,28
TAX_DISEASE_BREAST_CANCER,8
RURAL,38
ENV_CLIMATECHANGE,141
WB_567_CLIMATE_CHANGE,142
WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES,71
WB_723_PUBLIC_ADMINISTRATION,74
WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR,71
RELATIONS,312
WB_476_GREEN_GROWTH,259
WB_1100_SUSTAINABLE_GROWTH,259
TAX_FNCACT_PRESIDENTS,108
ECON_FOREIGNINVEST,56
SOC_POINTSOFINTEREST_AIRPORT,77
WB_1804_AIRPORTS,83
TAX_ETHNICITY_ZIMBABWEANS,3
WB_756_VULNERABLE_GROUPS,4
WB_421_SOCIAL_INCLUSION,4
WB_758_ORPHANS,4
TAX_ETHNICITY_INDONESIANS,5
TAX_WORLDLANGUAGES_INDONESIANS,5
TAX_ETHNICITY_ASIANS,3
WB_590_ECOSYSTEMS,51
UNREST_CRACKDOWN,7
TAX_FNCACT_AGENT,24
ENV_SPECIESENDANGERED,16
TAX_FNCACT_PEERS,5
ENV_POACHING,43
CONFISCATION,4
WB_1927_STRATEGIC_POLICY_PLANNING,40
WB_841_JUSTICE_SYSTEM_ADMINISTRATION,154
WB_1211_HUMAN_RESOURCES,97
ECON_EMERGINGECON,283
SHORTAGE,43
WB_2165_HEALTH_EMERGENCIES,50
WB_2166_HEALTH_EMERGENCY_PREPAREDNESS_AND_DISASTER_RESPONSE,49
WB_2167_PANDEMICS,49
TAX_DISEASE_EBOLA,55
WB_2663_EBOLA,55
TAX_FNCACT_DIRECTORS,26
ECON_MOU,68
WB_1922_GOVERNANCE_STRUCTURES,33
URBAN,94
WB_699_URBAN_DEVELOPMENT,72
TAX_FNCACT_RESEARCHER,83
TAX_FNCACT_DRIVER,8
RATIFY,8
ENV_NATURALGAS,13
WB_2299_PIPELINES,12
WB_539_OIL_AND_GAS_POLICY_STRATEGY_AND_INSTITUTIONS,13
WB_507_ENERGY_AND_EXTRACTIVES,155
WB_548_PPP_IN_OIL_AND_GAS,13
WB_549_OIL_AND_GAS_SYSTEMS,6
WB_1768_OIL_AND_GAS_PIPELINE,6
BORDER,36
ECON_CURRENCY_RESERVES,7
TAX_FNCACT_COUNSELOR,14
APPOINTMENT,24
TAX_FNCACT_DIPLOMAT,67
TAX_FNCACT_ASSISTANT,14
HATE_SPEECH,1
TAX_WORLDMAMMALS_BEAR,74
GOV_INTERGOVERNMENTAL,6
WATER_SECURITY,30
NATURAL_DISASTER,52
NATURAL_DISASTER_DROUGHT,9
NATURAL_DISASTER_DESERTIFICATION,6
WB_595_DRYLANDS,10
FOOD_SECURITY,24
WB_199_FOOD_SECURITY,19
WB_1967_AGRICULTURAL_RISK_AND_SECURITY,31
LOCUSTS,3
NATURAL_DISASTER_LOCUSTS,3
TAX_WORLDINSECTS,11
TAX_WORLDINSECTS_LOCUSTS,3
TAX_AGRICULHARMINSECTS,3
TAX_AGRICULHARMINSECTS_LOCUSTS,3
AFFECT,75
ENV_WINDPOWER,16
ENV_GEOTHERMAL,3
ENV_GREEN,28
WB_525_RENEWABLE_ENERGY,57
ENV_COAL,10
ENV_MINING,29
WB_1698_COAL_MINING,6
WB_895_MINING_SYSTEMS,68
TAX_FNCACT_VICTIMS,15
CRISISLEX_T08_MISSINGFOUNDTRAPPEDPEOPLE,24
PEACEKEEPING,41
TAX_FNCACT_MANUFACTURER,19
TAX_FNCACT_LEGISLATOR,27
DEMOCRACY,92
UNGP_POLITICAL_FREEDOMS,39
TAX_FNCACT_MAYORS,21
TAX_FNCACT_DRIVERS,30
TAX_FNCACT_MAYOR,31
GOV_LOCALGOV,27
WB_2142_LOCAL_GOVERNMENT,47
WB_1502_EDUCATIONAL_DECENTRALIZATION,47
WB_1497_EDUCATION_MANAGEMENT_AND_ADMINISTRATION,49
TAX_FNCACT_VICE_PRESIDENT,67
WB_165_AIR_TRANSPORT,51
WB_164_MODES_OF_TRANSPORT,51
SOC_POINTSOFINTEREST_SCHOOL,85
TRIAL,18
TAX_FNCACT_LAWYERS,7
TAX_FNCACT_CHAIRPERSON,43
CONSTITUTIONAL,19
TAX_FNCACT_PROSECUTOR,11
TAX_FNCACT_BUILDER,10
ECON_HOUSING_PRICES,17
TAX_WEAPONS_ARMORED,10
WB_722_FISCAL_TRANSPARENCY,3
WB_439_MACROECONOMIC_AND_STRUCTURAL_POLICIES,17
WB_445_FISCAL_POLICY,14
EPU_POLICY_REGULATION,3
SOC_POINTSOFINTEREST_UNIVERSITIES,42
UNGP_GENDER_EQUALITY,4
TAX_FNCACT_ATTORNEYS,3
TAX_FNCACT_PROCURATOR,3
TAX_FNCACT_ATTORNEY,4
TAX_MILITARY_TITLE_OFFICER,16
TAX_FNCACT_OFFICER,16
TAX_ETHNICITY_INDIAN,75
TAX_FNCACT_ENVOY,66
WB_508_POWER_SYSTEMS,38
WB_509_NUCLEAR_ENERGY,29
WB_2601_TRADE_LINKAGES_SPILLOVERS_AND_CONNECTIVITY,40
WB_772_TRADE_FACILITATION_AND_LOGISTICS,66
WB_866_CONNECTIVITY_AND_LAGGING_REGIONS,40
WB_797_NATIONAL_URBAN_POLICIES,40
TAX_FNCACT_MAN,36
TAX_FNCACT_CEO,33
TAX_FNCACT_SCHOLARS,23
TAX_WORLDLANGUAGES_MANDARINS,2
TAX_FNCACT_DIPLOMATS,22
TAX_DISEASE_OUTBREAK,26
WB_1973_FINANCIAL_RISK_REDUCTION,3
WB_1976_COOPERATIVE_DEVELOPMENT,2
ECON_MIDDLECLASS,27
WB_1153_MIDDLE_CLASS,23
WB_1152_ECONOMIC_AND_SOCIAL_MOBILITY,23
WB_707_POVERTY_MEASUREMENT_AND_ANALYSIS,23
WB_2745_JOB_QUALITY_AND_LABOR_MARKET_PERFORMANCE,128
WB_2689_JOBS_DIAGNOSTICS,133
WB_2748_EMPLOYMENT,70
SOC_EXPRESSREGRET,8
TAX_FNCACT_GUIDE,33
ECON_SUBSIDIES,3
WB_1948_SUBSIDIES,3
WB_706_EVIDENCE_BASED_POLICY,3
ECON_DEBT,19
WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT,37
WB_450_DEBT,31
WB_452_DEBT_RELIEF,10
TAX_ETHNICITY_JAPANESE,17
TAX_WORLDLANGUAGES_JAPANESE,17
TAX_FNCACT_WRITER,33
TAX_FNCACT_HEAD_OF_STATE,63
TAX_FNCACT_GUARD,12
TAX_FNCACT_GUARD_OF_HONOR,6
TAX_FNCACT_PILOT,16
TAX_WORLDLANGUAGES_ZANAKI,1
TAX_FNCACT_VOLUNTEERS,9
TAX_FNCACT_MISTRESS,1
WB_700_INEQUALITY_AND_SHARED_PROSPERITY,1
WB_1167_EQUALITY_OF_OPPORTUNITIES,1
TAX_ETHNICITY_MALAGASY,1
TAX_WORLDLANGUAGES_MALAGASY,1
CRISISLEX_C01_CHILDREN_AND_EDUCATION,1
WB_1606_SCHOLARSHIPS,17
WB_1608_CASH_TRANSFERS,21
WB_1466_SOCIAL_ASSISTANCE,23
WB_1603_FEE_WAIVERS,21
WB_697_SOCIAL_PROTECTION_AND_LABOR,60
WB_1016_SPECIAL_ECONOMIC_ZONES,184
SOC_EXPRESSSUPPORT,8
TAX_FNCACT_USHER,34
TAX_ECON_FREETRADEAGREEMENTS_EURASIAN_ECONOMIC_UNION,5
JUSTICE,3
SOC_GENERALCRIME,23
DISABILITY,3
WB_2203_HUMAN_RIGHTS,44
WB_2482_RECONCILIATION,27
WB_2519_RESPONSES_TO_HUMAN_RIGHTS_ABUSES,27
TAX_FNCACT_TECHNICIANS,20
ECON_ENTREPRENEURSHIP,71
SLFID_CAPACITY_BUILDING,63
TAX_MILITARY_TITLE_OFFICERS,12
TAX_FNCACT_OFFICERS,12
WB_2468_CONVENTIONAL_WAR,1
SOC_POINTSOFINTEREST_PRISON,5
WB_2495_DETENTION_PRISON_AND_CORRECTIONS_REFORM,5
TAX_FNCACT_MAGISTRATES,1
ORGANIZED_CRIME,7
WB_2453_ORGANIZED_CRIME,27
ECON_DEVELOPMENTORGS_INTERNATIONAL_MONETARY_FUND,34
WB_2492_COUNTER_TERRORISM,14
TAX_FNCACT_CHAIRWOMAN,6
WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,26
TAX_FNCACT_VICE_PRESIDENTS,11
TAX_FNCACT_MINISTERS,82
TAX_FNCACT_FOREIGN_MINISTERS,24
WB_1816_ROAD_FUNDS,10
WB_162_TRANSPORT_ECONOMICS,10
ECON_DEVELOPMENTORGS_ASIAN_INFRASTRUCTURE_INVESTMENT_BANK,34
ECON_FREETRADE,71
TAX_WORLDMAMMALS_LION,5
TAX_WORLDLANGUAGES_BENIN,6
TAX_FNCACT_CITIZENS,46
TAX_FNCACT_CABINET_MINISTER,5
NEW_CONSTRUCTION,15
WB_769_INVESTMENT_POLICY,35
WB_2552_INVESTMENT_PROMOTION,35
WB_776_TRADE_POLICY,18
WB_2577_FREE_TRADE_AREAS,9
TAX_WEAPONS_GUNS,11
SANITATION,11
WB_139_SANITATION_AND_WASTEWATER,9
WB_2000_SANITATION,9
WB_1199_WATER_SUPPLY_AND_SANITATION,17
CRISISLEX_C06_WATER_SANITATION,23
WB_713_PUBLIC_FINANCE,6
WB_1045_TREASURY,6
SOC_POINTSOFINTEREST_HOSPITALS,19
UNEMPLOYMENT,60
WB_2747_UNEMPLOYMENT,60
UNGP_JOB_OPPORTUNITIES_EMPLOYMENT,62
WB_2815_SKILLS_AND_EDUCATION,41
WB_2817_TRAINING_PROGRAMS,35
WB_167_PORTS,119
TAX_FNCACT_MERCHANT,6
WB_1226_INDUSTRIAL_CLUSTERS_AND_VALUE_CHAINS,21
WB_1081_FINANCE_AND_GROWTH,29
WB_863_FDI_SPILLOVERS,29
TAX_FNCACT_INVESTOR,24
TAX_ETHNICITY_BLACK,31
TAX_FNCACT_INDUSTRIALISTS,9
TAX_WORLDINSECTS_BEE,7
TAX_FNCACT_GENERAL_MANAGER,17
TAX_FNCACT_WORKERS,68
TAX_FNCACT_ADVISER,11
TAX_ETHNICITY_AMERICANS,9
ECON_DEVELOPMENTORGS_WORLD_HEALTH_ORGANIZATION,7
TAX_AIDGROUPS_WORLD_HEALTH_ORGANIZATION,7
WB_641_REPRODUCTIVE_AND_MATERNAL_HEALTH,1
WB_1452_FAMILY_PLANNING,1
WB_639_REPRODUCTIVE_MATERNAL_AND_CHILD_HEALTH,5
TAX_DISEASE_HIV_AIDS,6
ACT_MAKESTATEMENT,6
WB_387_VOCATIONAL_AND_TECHNICAL_TRAINING,26
WB_483_VOCATIONAL_EDUCATION_AND_TRAINING,18
WB_376_INNOVATION_TECHNOLOGY_AND_ENTREPRENEURSHIP,28
WB_385_HUMAN_CAPITAL_FOR_INNOVATION_AND_ENTREPRENEURSHIP,26
TAX_FNCACT_SPOKESPERSON,51
TAX_FNCACT_SPEAKER,19
TAX_FNCACT_FARMERS,15
USPEC_UNCERTAINTY1,69
TAX_FOODSTAPLES_MEAT,8
WB_510_POWER_TRANSMISSION,4
WB_788_URBAN_TRANSPORT,2
WB_1726_MASS_TRANSIT,2
TAKE_OFFICE,18
TAX_FNCACT_ANALYSTS,26
TAX_FNCACT_ANALYST,21
TAX_AIDGROUPS_SOUTHERN_AFRICAN_DEVELOPMENT_COMMUNITY,7
WB_441_BALANCE_OF_PAYMENTS,6
WB_1136_TRADE_BALANCE,6
WB_2931_IRON,24
WB_1699_METAL_ORE_MINING,57
ENV_METALS,14
TAX_RELIGION,21
TAX_RELIGION_CONFUCIAN,6
ENV_NUCLEARPOWER,6
TAX_WEAPONS_SUBMARINE,1
WB_1050_AQUACULTURE,3
WB_1949_CLIMATE_SMART_AGRICULTURE,17
CRISISLEX_O02_RESPONSEAGENCIESATCRISIS,57
TAX_FNCACT_PUBLISHER,8
TAX_WORLDMAMMALS_BEARS,21
TAX_FNCACT_ACTRESS,16
TAX_FNCACT_ENGINEERS,33
DELAY,18
TAX_FNCACT_COLUMNIST,6
TAX_FNCACT_CHIEF_EXECUTIVE,23
TAX_FNCACT_EXECUTIVE_OFFICERS,5
TAX_FNCACT_CHIEF_EXECUTIVE_OFFICERS,5
EVACUATION,5
CRISISLEX_T09_DISPLACEDRELOCATEDEVACUATED,1
TAX_FNCACT_ENTREPRENEUR,10
TAX_ETHNICITY_SOMALIS,8
TAX_WORLDLANGUAGES_SOMALIS,8
SOC_POINTSOFINTEREST_AIRPORTS,6
TAX_FNCACT_FOOL,3
TAX_FNCACT_EXECUTIVE_OFFICER,8
TAX_FNCACT_CHIEF_EXECUTIVE_OFFICER,8
TAX_WORLDLANGUAGES_MBETE,11
TAX_FNCACT_EXECUTIVES,9
TAX_FNCACT_BUSINESS_EXECUTIVES,2
TAX_FNCACT_MANAGING_DIRECTOR,16
TAX_FNCACT_RESEARCH_ANALYST,2
WB_813_URBAN_GOVERNANCE_AND_CITY_SYSTEMS,4
WB_1720_CITY_STRATEGIES_AND_TERRITORIAL_PLANNING,4
WB_816_STRATEGIC_URBAN_PLANNING,2
TAX_FNCACT_EMPLOYEES,24
WB_1305_HEALTH_SERVICES_DELIVERY,33
ENV_HYDRO,12
WB_527_HYDROPOWER,20
UNGP_AFFORDABLE_NUTRITIOUS_FOOD,10
EPU_POLICY_LEGISLATION,14
WB_533_ENERGY_EFFICIENCY,8
ENV_SOLAR,10
WB_528_SOLAR_ENERGY,10
WB_1767_ENERGY_FINANCE,3
WB_1462_WATER_SANITATION_AND_HYGIENE,14
TAX_FNCACT_JOURNALIST,14
TAX_FNCACT_FOUNDER,19
WB_598_ENVIRONMENTAL_MANAGEMENT,6
WB_1783_ENVIRONMENTAL_GOVERNANCE,3
WB_1791_AIR_POLLUTION,5
WB_601_POLLUTION_MANAGEMENT,5
WB_141_WATER_RESOURCES_MANAGEMENT,11
WB_1798_WATER_POLLUTION,3
WB_180_FOOD_SAFETY,9
GENERAL_PUBLIC_OPINION,5
TAX_AIDGROUPS_OXFAM,5
WB_511_COAL_FIRED_POWER,3
ECON_ELECTRICALGENERATION,16
RESIGNATION,14
ECON_WORLDCURRENCIES_RUBLE,4
TAX_FNCACT_LECTURER,19
IMMIGRATION,22
WB_2837_IMMIGRATION,8
CRISISLEX_T06_SUPPLIES,26
CRISISLEX_T05_MONEY,30
CRISISLEX_T07_SERVICESNEEDEDOFFERED,15
WB_701_JOBS_AND_POVERTY,36
