Theme,Count
SOC_POINTSOFINTEREST_AIRPORTS,13
WB_167_PORTS,33
ENV_OIL,15
TAX_FNCACT_ANALYST,31
NEGOTIATIONS,18
WB_696_PUBLIC_SECTOR_MANAGEMENT,116
WB_840_JUSTICE,74
WB_2473_DIPLOMACY_AND_NEGOTIATIONS,23
WB_939_NEGOTIATION,17
WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT,66
WB_936_ALTERNATIVE_DISPUTE_RESOLUTION,18
WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,136
WB_843_DISPUTE_RESOLUTION,18
WB_2471_PEACEKEEPING,30
ENV_MINING,34
CORRUPTION,37
LEGISLATION,33
EPU_POLICY_LEGISLATION,4
UNGP_FORESTS_RIVERS_OCEANS,137
EPU_POLICY_REGULATORY,6
TAX_ECON_PRICE,91
WB_471_ECONOMIC_GROWTH,92
WB_1078_DETERMINANTS_OF_GROWTH,37
WB_1079_COMMODITIES_AND_RESOURCES,27
TAX_WORLDMAMMALS,71
TAX_WORLDMAMMALS_LION,9
SLFID_ECONOMIC_DEVELOPMENTAID,15
CRISISLEX_T07_SERVICESNEEDEDOFFERED,21
WB_831_GOVERNANCE,52
WB_833_INSTITUTIONAL_REFORM,2
WB_1921_PRIVATE_SECTOR_DEVELOPMENT,53
WB_862_GROWTH_POLES_AND_ECONOMIC_ZONES,10
WB_346_COMPETITIVE_INDUSTRIES,36
WB_1016_SPECIAL_ECONOMIC_ZONES,6
WB_1202_INDUSTRIAL_ZONES,7
WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS,31
WB_1281_MANUFACTURING,16
TAX_ETHNICITY_ASIAN,32
TAX_WORLDMAMMALS_TIGER,6
ECON_FREETRADE,15
MARITIME,28
NATURAL_DISASTER,46
NATURAL_DISASTER_DROWNING,7
SOC_GENERALCRIME,36
MEDIA_MSM,119
TAX_FNCACT_JOURNALIST,10
HUMAN_RIGHTS_ABUSES,9
HUMAN_RIGHTS_ABUSES_TORTURING,2
TORTURE,7
WB_2507_HUMAN_RIGHTS_ABUSES_AND_VIOLATIONS,38
WB_2203_HUMAN_RIGHTS,49
WB_2512_TORTURE,7
TAX_RELIGION,33
TAX_RELIGION_MUSLIMS,3
TAX_ETHNICITY_MUSLIMS,3
TRIAL,43
RAPE,3
UNGP_CRIME_VIOLENCE,27
TAX_FNCACT_WOMAN,6
TAX_FNCACT_PASTOR,2
TAX_FNCACT_LAWYER,8
GENERAL_HEALTH,82
MEDICAL,67
TAX_FNCACT_DOCTOR,6
CRISISLEX_C03_WELLBEING_HEALTH,33
WOUND,4
SOC_POINTSOFINTEREST_HOSPITAL,10
TAX_FNCACT_DOCTORS,17
MANMADE_DISASTER_IMPLIED,83
WB_1305_HEALTH_SERVICES_DELIVERY,4
WB_621_HEALTH_NUTRITION_AND_POPULATION,96
RURAL,10
URBAN,6
MEDICAL_SECURITY,4
ECON_DEVELOPMENTORGS_WORLD_HEALTH_ORGANIZATION,5
TAX_AIDGROUPS_WORLD_HEALTH_ORGANIZATION,5
SHORTAGE,9
WB_635_PUBLIC_HEALTH,32
TAX_DISEASE,46
TAX_DISEASE_HIV,6
SOC_POINTSOFINTEREST_HOSPITALS,4
TAX_FNCACT_DEPUTY,26
TAX_FNCACT_PHARMACISTS,4
TAX_FNCACT_STUDENTS,15
PUBLIC_TRANSPORT,8
UNSAFE_WORK_ENVIRONMENT,4
WB_2769_JOBS_STRATEGIES,14
WB_2788_LABOR_MARKET_INSTITUTIONS_AND_POLICIES,4
WB_2802_WORKING_CONDITIONS,4
TAX_FNCACT_CHILDREN,20
WB_1606_SCHOLARSHIPS,7
WB_1608_CASH_TRANSFERS,7
WB_1466_SOCIAL_ASSISTANCE,7
WB_1603_FEE_WAIVERS,7
WB_697_SOCIAL_PROTECTION_AND_LABOR,17
WB_1331_HEALTH_TECHNOLOGIES,51
WB_1350_PHARMACEUTICALS,41
ECON_WORLDCURRENCIES,31
ECON_WORLDCURRENCIES_DOLLARS,9
ECON_WORLDCURRENCIES_NAMIBIAN_DOLLARS,4
TAX_FNCACT_REPORTER,12
TAX_WORLDMAMMALS_LIONS,6
BAN,41
TAX_FNCACT_TRADERS,5
WB_2024_ANTI_CORRUPTION_AUTHORITIES,25
WB_2025_INVESTIGATION,21
WB_832_ANTI_CORRUPTION,40
WB_1014_CRIMINAL_JUSTICE,42
ENV_POACHING,26
RELEASE_HOSTAGE,13
ENV_SPECIESENDANGERED,5
TAX_ETHNICITY_LAOS,3
SECURITY_SERVICES,66
TAX_FNCACT_POLICE,53
CRISISLEX_C07_SAFETY,95
ARREST,68
TAX_FNCACT_TRADER,4
TAX_WORLDMAMMALS_TIGERS,4
TAX_DISEASE_SEIZURES,5
TAX_FNCACT_CRIMINAL,25
TAX_FNCACT_AUTHORITIES,45
EPU_POLICY_AUTHORITIES,33
TAX_FNCACT_INVESTIGATOR,2
TAX_FNCACT_DIRECTOR,27
EPU_POLICY_POLICY,27
MARITIME_INCIDENT,17
TAX_FNCACT_SAILORS,2
TAX_FNCACT_SKIPPERS,1
TAX_WORLDMAMMALS_HUMANS,1
CRISISLEX_T03_DEAD,51
WB_1428_INJURY,10
WB_1406_DISEASES,23
WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY,16
KILL,52
TAX_FNCACT_GUARD,6
RETIREMENT,7
WB_2690_CATEGORIES_OF_EMPLOYMENT,7
WB_2689_JOBS_DIAGNOSTICS,28
WB_2896_RETIREMENT,7
SEIZE,11
SMUGGLING,8
TAX_DISEASE_TONIC,1
TAX_DISEASE_MENOPAUSE,1
TAX_FNCACT_WOMEN,16
TAX_DISEASE_INSOMNIA,1
TAX_FOODSTAPLES,7
TAX_FOODSTAPLES_MEAT,3
WB_2026_PREVENTION,4
TAX_FNCACT_INSPECTOR,3
EPU_CATS_REGULATION,29
TAX_FNCACT_SPOKESMAN,45
TAX_FNCACT_EDITOR,5
TAX_FNCACT_ANALYSTS,28
WB_1979_NATURAL_RESOURCE_MANAGEMENT,1
WB_435_AGRICULTURE_AND_FOOD_SECURITY,25
WB_1986_MOUNTAINS,1
TAX_FNCACT_CHILD,3
UNEMPLOYMENT,15
WB_2745_JOB_QUALITY_AND_LABOR_MARKET_PERFORMANCE,19
WB_2747_UNEMPLOYMENT,13
WB_825_TOURISM,15
WB_2490_NATIONAL_PROTECTION_AND_SECURITY,42
UNREST_BELLIGERENT,23
TAX_FNCACT_CITIZENS,25
IMMIGRATION,12
WB_2837_IMMIGRATION,2
WB_2836_MIGRATION_POLICIES_AND_JOBS,4
DISCRIMINATION,21
DISCRIMINATION_IMMIGRATION,4
DISCRIMINATION_IMMIGRATION_XENOPHOBIC,4
POLITICAL_TURMOIL,9
TAX_WORLDLANGUAGES_MALALA,1
WB_2433_CONFLICT_AND_VIOLENCE,69
MILITARY,13
TAX_MILITARY_TITLE,19
TAX_MILITARY_TITLE_SOLDIERS,6
TAX_FNCACT_SOLDIERS,6
DEMOCRACY,42
GOV_REPATRIATION,3
TAX_ETHNICITY_AUSTRALIAN,13
WB_790_TRANSPORT_AND_SUSTAINABLE_DEVELOPMENT,1
WB_1808_TRANSPORT_SAFETY,1
TAX_ETHNICITY_INDIAN,84
TAX_FNCACT_LEADER,80
CRISISLEX_T08_MISSINGFOUNDTRAPPEDPEOPLE,24
CRISISLEX_O02_RESPONSEAGENCIESATCRISIS,20
CRISISLEX_T06_SUPPLIES,14
TERROR,59
PROPAGANDA,20
CRISISLEX_C04_LOGISTICS_TRANSPORT,34
CRISISLEX_T05_MONEY,16
CRISISLEX_T01_CAUTION_ADVICE,35
CRISISLEX_T02_INJURED,32
TAX_FNCACT_CEO,20
WB_286_TELECOMMUNICATIONS_AND_BROADBAND_ACCESS,11
TAX_FNCACT_SPECIALIST,6
MEDIA_SOCIAL,66
CRISISLEX_C05_NEED_OF_SHELTERS,11
CRISISLEX_C08_TELECOM,3
WB_2495_DETENTION_PRISON_AND_CORRECTIONS_REFORM,24
TAX_FNCACT_VICE_PRESIDENT,12
TAX_FNCACT_CITIZEN,3
TAX_MILITARY_TITLE_OFFICER,13
TAX_FNCACT_OFFICER,16
TAX_FNCACT_PRESS_OFFICER,3
TAX_WORLDMAMMALS_CATS,3
TAX_FNCACT_MAN,29
TAX_FNCACT_MANAGING_DIRECTOR,10
TAX_FNCACT_WINEMAKER,7
WB_845_LEGAL_AND_REGULATORY_FRAMEWORK,21
WB_851_INTELLECTUAL_PROPERTY_RIGHTS,10
WB_1041_PATENTS,6
WB_1039_PROPERTY_LAWS_AND_REGULATIONS,10
SOC_INNOVATION,31
TAX_FNCACT_OFFICIAL,53
TAX_FNCACT_OFFICIALS,78
TAX_ETHNICITY_BLACK,10
TAX_WORLDLANGUAGES_TIONG,6
TAX_FNCACT_CREW_MEMBERS,8
TAX_FNCACT_CHIEF,60
TAX_FNCACT_EXECUTIVE,59
TAX_FNCACT_CHIEF_EXECUTIVE,44
DRONES,6
TAX_ETHNICITY_ARAB,7
APPOINTMENT,12
SOC_POINTSOFINTEREST_MILITARY_BASE,4
MIL_SELF_IDENTIFIED_ARMS_DEAL,4
TAX_FNCACT_MINISTERS,11
TAX_FNCACT_FOREIGN_MINISTERS,4
SLFID_NATURAL_RESOURCES,18
GOV_LOCALGOV,10
SELF_IDENTIFIED_ATROCITY,33
WB_2509_GENOCIDE,25
TAX_FNCACT_INVESTOR,24
SCANDAL,8
RESIGNATION,7
TAX_WORLDLANGUAGES_TEMER,17
TAX_WORLDLANGUAGES_RUSSIA,54
WB_508_POWER_SYSTEMS,16
WB_509_NUCLEAR_ENERGY,16
WB_507_ENERGY_AND_EXTRACTIVES,45
TAX_FNCACT_BUSINESS_LEADERS,2
TAX_ETHNICITY_RUSSIAN,38
TAX_WORLDLANGUAGES_RUSSIAN,38
MILITARY_COOPERATION,2
TAX_WORLDMAMMALS_CAT,3
TAX_WORLDMAMMALS_HUMAN,44
MOVEMENT_ENVIRONMENTAL,5
WB_652_ICT_APPLICATIONS,21
WB_662_SOCIAL_MEDIA,21
WB_658_ENTERPRISE_APPLICATIONS,21
TAX_FNCACT_TOURISTS,22
TAX_FNCACT_HUNTERS,2
TAX_FNCACT_HUNTER,2
TAX_WORLDFISH,19
TAX_WORLDFISH_POACHERS,9
TAX_FNCACT_WRITER,3
TAX_FNCACT_PRINCE,6
ORGANIZED_CRIME,9
WB_2453_ORGANIZED_CRIME,13
IDEOLOGY,16
TAX_DISEASE_CANCER,5
WB_1431_CANCER,5
TAX_FNCACT_CRIMINALS,1
TAX_FNCACT_STAFF_MEMBERS,2
ENV_CLIMATECHANGE,19
WB_567_CLIMATE_CHANGE,19
TAX_FNCACT_FOREIGN_MINISTER,17
TAX_ETHNICITY_FRENCH,7
TAX_WORLDLANGUAGES_FRENCH,7
RELATIONS,9
MOVEMENT_GENERAL,30
TAX_FNCACT_POLITICIANS,10
USPEC_UNCERTAINTY1,29
TAX_FNCACT_FEMINIST,1
DISASTER_FIRE,2
TAX_ETHNICITY_AMERICAN,31
TAX_FNCACT_PROFESSOR,6
TAX_FNCACT_ADVISER,6
UNGP_GENDER_EQUALITY,1
TAX_FNCACT_CENSORS,1
HARASSMENT,5
TAX_ETHNICITY_LUO,1
TAX_FNCACT_STUDENT,1
TAX_FNCACT_FEMINISTS,1
EPU_POLICY_LAW,9
PROTEST,47
TAX_FNCACT_ACTIVIST,5
TAX_FNCACT_EMPLOYEES,16
WB_940_CONCILIATION,1
GENDER_VIOLENCE,2
WB_742_YOUTH_AND_GENDER_BASED_VIOLENCE,2
WB_2443_RAPE_AND_SEXUAL_VIOLENCE,1
WB_738_SOCIAL_COHESION,3
WB_134_SOCIAL_DEVELOPMENT,4
TAX_FNCACT_LAWMAKERS,11
EPU_POLICY_LAWMAKERS,11
TAX_FNCACT_ACTRESS,2
SOC_EXPRESSREGRET,5
TAX_FNCACT_ORGANIZERS,1
TAX_FNCACT_EXECUTIVES,24
TAX_FNCACT_SECRETARY,16
EPU_POLICY_POLITICAL,49
TAX_FNCACT_POLITICAL_LEADERS,1
GRIEVANCES,1
WB_615_GENDER,7
MOVEMENT_WOMENS,1
WB_919_GENDER_AND_HUMAN_DEVELOPMENT,1
TAX_WORLDLANGUAGES_SWEDISH,4
TAX_WORLDLANGUAGES_LATIN,15
TRANSPARENCY,7
WB_2901_GENDER_BASED_VIOLENCE,1
TAX_WORLDLANGUAGES_NORWEGIAN,1
TAX_FNCACT_ACTIVISTS,27
TAX_WORLDLANGUAGES_MASSACHUSETTS,6
WB_2748_EMPLOYMENT,9
TAX_FNCACT_BOSS,2
TAX_FNCACT_ARTIST,1
TAX_FNCACT_AUTHOR,6
TAX_FNCACT_SAILOR,2
TAX_FNCACT_ADMIRALTY,1
NATURAL_DISASTER_HURRICANE,1
TAX_DISEASE_SHINGLES,1
TAX_DISEASE_EDEMA,1
TAX_WORLDFISH_FISH,3
TAX_FNCACT_FISHERMAN,1
TAX_FOODSTAPLES_GRAIN,4
TAX_WEAPONS,16
TAX_WEAPONS_MORTAR,1
DELAY,15
SOC_POINTSOFINTEREST_SCHOOLS,3
TAX_FNCACT_FISHERMEN,1
TAX_FNCACT_VILLAGERS,1
ENV_COAL,7
TAX_WORLDMAMMALS_WHALE,1
UNGP_FREEDOM_FROM_DISCRIMINATION,14
POVERTY,19
WB_695_POVERTY,37
TAX_WORLDREPTILES,1
TAX_WORLDREPTILES_TURTLE,1
TAX_WORLDCRUSTACEANS,1
TAX_WORLDCRUSTACEANS_LOBSTER,1
MEDIA_CENSORSHIP,36
TAX_FNCACT_AGENT,3
TAX_ETHNICITY_ENGLISH,9
TAX_WORLDLANGUAGES_ENGLISH,9
EPU_CATS_MIGRATION_FEAR_MIGRATION,9
TAX_FNCACT_AMBASSADOR,19
CRISISLEX_C01_CHILDREN_AND_EDUCATION,4
TAX_FNCACT_CHAIRMAN,15
ALLIANCE,25
WB_166_RAILWAYS,17
WB_1081_FINANCE_AND_GROWTH,9
WB_863_FDI_SPILLOVERS,9
TAX_FNCACT_COMMUNIST,21
TAX_POLITICAL_PARTY,41
TAX_POLITICAL_PARTY_COMMUNIST_PARTY,21
TAX_POLITICAL_PARTY_COMMUNIST_PARTY_OF_CHINA,7
TAX_FNCACT_REPRESENTATIVES,16
TAX_RELIGION_HINDU,6
TAX_ETHNICITY_HINDU,6
SOC_POINTSOFINTEREST_UNIVERSITIES,2
TAX_WORLDLANGUAGES_CHING,3
SANITATION,3
UNREST_CRACKDOWN,17
TAX_FNCACT_SPOKESWOMAN,21
EPU_POLICY_CONGRESS,11
TAX_TERROR_GROUP,9
TAX_TERROR_GROUP_AFRICAN_NATIONAL_CONGRESS,8
TAX_POLITICAL_PARTY_AFRICAN_NATIONAL_CONGRESS,8
TAX_FNCACT_TREASURER,6
ENV_NUCLEARPOWER,7
EPU_POLICY_BUDGET,9
TAX_FNCACT_SPOKESPERSON,11
ELECTION,23
TAX_FNCACT_VOLUNTEERS,6
WB_775_TRADE_POLICY_AND_INTEGRATION,12
WB_780_TRADE_IN_SERVICES,3
WB_376_INNOVATION_TECHNOLOGY_AND_ENTREPRENEURSHIP,5
WB_1917_INTELLECTUAL_PROPERTY,3
WB_377_FIRM_INNOVATION_PRODUCTIVITY_AND_GROWTH,3
PROPERTY_RIGHTS,3
WB_1907_PERSONAL_PROPERTY_RIGHTS,3
TAX_FNCACT_BRIGADIER,3
TAX_FNCACT_DANCER,3
SOC_DIPLOMRECOG,7
EPU_POLICY_REFORM,11
WB_477_INCLUSIVE_GROWTH,8
WB_2465_REVOLUTIONARY_VIOLENCE,23
WB_2462_POLITICAL_VIOLENCE_AND_WAR,31
TAX_FNCACT_USHER,4
UNGP_POLITICAL_FREEDOMS,22
SLFID_DICTATORSHIP,16
WB_2513_CRIMES_AGAINST_HUMANITY,26
PEACEKEEPING,8
HEALTH_VACCINATION,5
WB_642_CHILD_HEALTH,5
WB_1459_IMMUNIZATIONS,5
WB_639_REPRODUCTIVE_MATERNAL_AND_CHILD_HEALTH,5
UNGP_HEALTHCARE,8
SCIENCE,35
ENV_GREEN,9
WB_525_RENEWABLE_ENERGY,12
TAX_FNCACT_PRIME_MINISTER,33
TAX_FNCACT_PRESIDENTS,24
TAX_WORLDMAMMALS_BONGO,5
TAX_AIDGROUPS_SOUTHERN_AFRICAN_DEVELOPMENT_COMMUNITY,8
TAX_ETHNICITY_TURKISH,9
TAX_WORLDLANGUAGES_TURKISH,9
TAX_FNCACT_NATIONAL_LEADERS,5
ECON_TAXATION,16
EPU_POLICY_TAX,15
EPU_CATS_TAXES,18
TAX_FNCACT_EXECUTIVE_SECRETARY,5
ECON_DEVELOPMENTORGS_WORLD_TRADE_ORGANISATION,9
WB_318_FINANCIAL_ARCHITECTURE_AND_BANKING,6
WB_1920_FINANCIAL_SECTOR_DEVELOPMENT,25
WB_1234_BANKING_INSTITUTIONS,5
WB_1236_COMMERCIAL_BANKING,3
EPU_CATS_MONETARY_POLICY,5
TAX_FNCACT_MANUFACTURER,6
TAX_FNCACT_ECONOMISTS,14
WB_2575_TRADE_POLICY_AND_INVESTMENT_AGREEMENTS,7
WB_2581_PREFERENTIAL_TRADE_AND_INVESTMENT_AGREEMENTS,6
TAX_ECON_FREETRADEAGREEMENTS,6
TAX_ECON_FREETRADEAGREEMENTS_FREE_TRADE_AGREEMENT,6
ECON_STOCKMARKET,23
ECON_FOREIGNINVEST,13
TAX_FNCACT_GUIDE,6
BORDER,37
WB_713_PUBLIC_FINANCE,11
WB_1045_TREASURY,10
TAX_FNCACT_RESEARCHER,9
ECON_MOU,1
TAX_WORLDLANGUAGES_KOLOLO,1
TAX_FNCACT_HEAD_OF_STATE,9
TAX_ETHNICITY_INDIANS,1
TAX_FNCACT_LABOURERS,1
TAKE_OFFICE,3
CONSTITUTIONAL,19
WB_441_BALANCE_OF_PAYMENTS,2
STRIKE,2
ECON_ENTREPRENEURSHIP,13
TAX_FNCACT_FOUNDER,16
TAX_FNCACT_COMMISSIONER,3
TAX_FNCACT_HIGH_COMMISSIONER,2
WB_1959_LINKING_FARMERS_WITH_MARKETS,5
WB_1965_OUTPUT_MARKETS,4
WB_1966_AGRO_PROCESSING,4
WB_2847_INDUSTRIAL_POLICIES,2
WB_1070_ECONOMIC_GROWTH_POLICY,6
WB_1075_INDUSTRY_POLICY,2
TAX_FNCACT_PEERS,4
TAX_FNCACT_CHIEF_EXECUTIVES,3
TAX_FNCACT_SPEAKER,4
TAX_FNCACT_TEACHER,2
TAX_FNCACT_ENGINEERS,1
WB_405_BUSINESS_CLIMATE,9
WB_2530_BUSINESS_ENVIRONMENT,9
NEW_CONSTRUCTION,2
EPU_POLICY_MINISTRY_OF_FINANCE,1
SLFID_ECONOMIC_DEVELOPMENT,6
TAX_WORLDFISH_POMFRET,2
TAX_FNCACT_CHAMPION,7
TAX_ETHNICITY_MAURITANIA,4
TAX_FNCACT_FINANCIERS,3
WB_387_VOCATIONAL_AND_TECHNICAL_TRAINING,2
WB_483_VOCATIONAL_EDUCATION_AND_TRAINING,2
WB_385_HUMAN_CAPITAL_FOR_INNOVATION_AND_ENTREPRENEURSHIP,2
WB_478_LEVELS_OF_EDUCATION,2
WB_2815_SKILLS_AND_EDUCATION,2
WB_2817_TRAINING_PROGRAMS,2
TAX_RELIGION_CHRISTIAN,15
TAX_ETHNICITY_CHRISTIAN,15
TAX_FNCACT_SHEPHERD,2
TAX_FNCACT_ENVOY,2
WB_476_GREEN_GROWTH,7
WB_1100_SUSTAINABLE_GROWTH,7
ECON_SOVEREIGN_DEBT,2
WB_452_DEBT_RELIEF,2
TAX_FNCACT_POLICES,1
TAX_FNCACT_WORKERS,21
SOC_POINTSOFINTEREST_HEADQUARTERS,21
WB_566_ENVIRONMENT_AND_NATURAL_RESOURCES,16
WB_3007_NATIONAL_PARKS,12
WB_1833_PROTECTED_AREAS_SYSTEMS,13
WB_1829_ECOSYSTEM_MANAGEMENT,13
TAX_FNCACT_POACHER,1
TAX_WORLDFISH_POACHER,1
WB_2840_INTEGRATION,2
WB_841_JUSTICE_SYSTEM_ADMINISTRATION,13
WB_1212_MONITORING_AND_EVALUATION_IN_JUSTICE,1
WB_1923_COURT_ADMINISTRATION,1
CONFISCATION,7
TAX_WEAPONS_FIREARMS,1
WATER_SECURITY,21
NATURAL_DISASTER_DROUGHT,17
TAX_FNCACT_SKILLED_WORKERS,2
WB_2725_CATEGORIES_OF_WORKERS,2
WB_2732_SKILLED_WORKERS,2
TAX_FNCACT_BUSINESS_EXECUTIVES,2
TAX_FNCACT_PILOT,2
TAX_FNCACT_KING,20
TAX_WORLDLANGUAGES_SHAKA,7
EPU_POLICY_CONGRESSIONAL,2
TAX_POLITICAL_PARTY_REPUBLICAN,5
TAX_POLITICAL_PARTY_REPUBLICAN_PARTY,2
TAX_FNCACT_VETERAN,3
TAX_FNCACT_DIPLOMAT,8
EPU_POLICY_WHITE_HOUSE,6
TAX_FNCACT_CANDIDATE,3
WB_2019_ANTI_CORRUPTION_LEGISLATION,6
WB_2020_BRIBERY_FRAUD_AND_COLLUSION,6
TAX_FNCACT_FARMERS,3
UNGP_CLIMATE_CHANGE_ACTION,15
TAX_DISEASE_POISONING,2
TAX_DISEASE_FOOD_POISONING,2
WB_180_FOOD_SAFETY,2
WB_2988_FOOD_POISONING,2
WB_1054_FOOD_BORNE_DISEASES,2
WB_1967_AGRICULTURAL_RISK_AND_SECURITY,13
TAX_FNCACT_PRACTITIONERS,2
WB_590_ECOSYSTEMS,4
SELF_IDENTIFIED_HUMAN_RIGHTS,20
FREESPEECH,6
WB_837_OPEN_GOVERNMENT_AND_TRANSPARENCY,3
WB_2031_RIGHT_TO_INFORMATION,3
UNGP_PHONE_INTERNET_ACCESS_COST,3
RATIFY,4
TAX_FNCACT_EXECUTIVE_DIRECTOR,8
VETO,8
TAX_ECON_FREETRADEAGREEMENTS_NORTH_AMERICAN_FREE_TRADE_AGREEMENT,3
TAX_ECON_FREETRADEAGREEMENTS_NAFTA,3
TAX_FNCACT_KILLER,3
WB_2449_PARAMILITARIES,2
WB_2445_NON_STATE_SECURITY_ACTORS,14
TAX_FNCACT_POLICE_OFFICER,3
TAX_FNCACT_TROOPS,6
ECON_DEVELOPMENTORGS_ASIAN_INFRASTRUCTURE_INVESTMENT_BANK,3
TAX_FNCACT_FINANCE_MINISTER,8
SANCTIONS,9
TAX_WEAPONS_BOMB,6
TAX_FNCACT_REPRESENTATIVE,19
TAX_ETHNICITY_JAPANESE,13
TAX_WORLDLANGUAGES_JAPANESE,13
TAX_ETHNICITY_KOREAN,24
TAX_WORLDLANGUAGES_KOREAN,24
TAX_FNCACT_ADVISERS,12
TAX_ETHNICITY_KOREANS,4
TAX_WORLDLANGUAGES_KOREANS,4
WMD,9
TAX_WEAPONS_AIRCRAFT_CARRIERS,4
WB_1024_PUBLIC_INTERNATIONAL_LAW,4
WB_1026_TREATIES,4
WB_962_INTERNATIONAL_LAW,5
NATURAL_DISASTER_EARTHQUAKE,4
NATURAL_DISASTER_AFTERSHOCK,4
UNREST_NATIONAL_SELF_DEFENSE,4
WB_1226_INDUSTRIAL_CLUSTERS_AND_VALUE_CHAINS,1
TAX_WORLDFISH_SHARK,4
GOV_STATE_FAILURE,1
TAX_ETHNICITY_ZIMBABWEAN,7
TAX_WORLDLANGUAGES_KABILA,7
WB_2451_REBELS_GUERRILLAS_AND_INSURGENTS,9
REBELS,4
WB_2531_INSPECTIONS_LICENSING_AND_PERMITS,8
EPU_POLICY_REGULATION,7
WB_2194_ANIMAL_WELFARE,3
WB_177_ANIMAL_PRODUCTION,4
WB_1949_CLIMATE_SMART_AGRICULTURE,6
DRUG_TRADE,7
WB_2456_DRUGS_AND_NARCOTICS,12
CRIME_ILLEGAL_DRUGS,7
WB_328_FINANCIAL_INTEGRITY,2
WB_2082_LAW_ENFORCEMENT,2
WB_872_SMART_CITIES,1
WB_813_URBAN_GOVERNANCE_AND_CITY_SYSTEMS,1
WB_699_URBAN_DEVELOPMENT,2
EPU_POLICY_SPENDING,10
WB_1174_WAREHOUSING_AND_STORAGE,2
WB_793_TRANSPORT_AND_LOGISTICS_SERVICES,2
TAX_ETHNICITY_VIETNAMESE,2
TAX_WORLDLANGUAGES_VIETNAMESE,2
TAX_FNCACT_BREEDER,2
TAX_FNCACT_SUPPORTERS,2
WB_1160_SHOCKS_AND_VULNERABILITY,3
TAX_DISEASE_AMPUTATION,1
EPU_UNCERTAINTY,5
TAX_FNCACT_LIEUTENANTS,4
TAX_FNCACT_VICTIMS,3
TAX_WORLDMAMMALS_PANDA,1
UNGP_CLEAN_WATER_SANITATION,2
SOC_TECHNOLOGYSECTOR,1
TAX_FNCACT_DEALER,1
TAX_ETHNICITY_ASIANS,1
TAX_FNCACT_DRIVERS,3
WB_1973_FINANCIAL_RISK_REDUCTION,10
