Theme,Count
WB_832_ANTI_CORRUPTION,50880
WB_1014_CRIMINAL_JUSTICE,53855
LEGISLATION,60830
TAX_DISEASE_INFECTIOUS,449
WB_1331_HEALTH_TECHNOLOGIES,12345
WB_2453_ORGANIZED_CRIME,9143
WB_1350_PHARMACEUTICALS,11735
WB_2433_CONFLICT_AND_VIOLENCE,68734
WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,118826
WB_2456_DRUGS_AND_NARCOTICS,7487
TAX_FNCACT_INSPECTOR,957
TAX_FNCACT_CRIMINAL,16857
MEDIA_MSM,75429
TAX_FNCACT_JOURNALIST,6879
MEDIA_SOCIAL,20796
WB_2936_GOLD,2602
WB_507_ENERGY_AND_EXTRACTIVES,25423
WB_895_MINING_SYSTEMS,9047
WB_1699_METAL_ORE_MINING,6048
ENV_MINING,8006
TAX_FNCACT_CEO,4632
TAX_FNCACT_DIRECTOR,21500
CRISISLEX_C04_LOGISTICS_TRANSPORT,26133
TAX_FNCACT_METALLURGIST,1
TAX_WORLDMAMMALS,40525
TAX_WORLDMAMMALS_HUMAN,21641
TAX_FOODSTAPLES,6024
TAX_FOODSTAPLES_MEAT,1169
TAX_FNCACT_AUTHORITIES,48048
EPU_POLICY,120217
EPU_POLICY_AUTHORITIES,23765
GENERAL_GOVERNMENT,166326
EPU_POLICY_GOVERNMENT,60297
TAX_MILITARY_TITLE_OFFICERS,9063
TAX_FNCACT_OFFICERS,13913
WB_678_DIGITAL_GOVERNMENT,59979
WB_694_BROADCAST_AND_MEDIA,51671
WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,69285
CRISISLEX_T11_UPDATESSYMPATHY,20081
INFO_RUMOR,3203
ECON_WORLDCURRENCIES,45697
ECON_WORLDCURRENCIES_YUAN,24118
EPU_CATS_REGULATION,6271
BAN,20711
TAX_FNCACT_VOLUNTEER,2362
WOUND,30213
TAX_FNCACT_FISHERMAN,236
TAX_FNCACT_MANAGER,5365
ECON_DEVELOPMENTORGS,13952
ECON_DEVELOPMENTORGS_WORLD_BANK,3258
WB_405_BUSINESS_CLIMATE,28002
WB_2531_INSPECTIONS_LICENSING_AND_PERMITS,26365
WB_2530_BUSINESS_ENVIRONMENT,27273
ENV_FISHERY,1702
AGRICULTURE,24463
ENV_POACHING,1542
TAX_WORLDMAMMALS_DOGS,903
UNREST_DAY_OF_ACTION,21
WB_1803_TRANSPORT_INFRASTRUCTURE,39094
WB_167_PORTS,11971
SECURITY_SERVICES,61976
TAX_FNCACT_POLICE,44071
CRISISLEX_C07_SAFETY,102306
TAX_FNCACT_MINISTER,103183
LEADER,181076
ENV_FORESTRY,1129
WB_436_FORESTRY,1137
WB_1979_NATURAL_RESOURCE_MANAGEMENT,5783
WB_435_AGRICULTURE_AND_FOOD_SECURITY,17020
GEN_HOLIDAY,6197
SEIZE,10707
WB_635_PUBLIC_HEALTH,14260
WB_2165_HEALTH_EMERGENCIES,4490
WB_1324_EMERGENCY_MEDICAL_SERVICES,684
SOC_POINTSOFINTEREST_HOSPITAL,12785
ARREST,39170
ARMEDCONFLICT,96463
EPU_CATS_NATIONAL_SECURITY,33924
TAX_WORLDLANGUAGES_BRUNEI,10977
TAX_ETHNICITY_VIETNAMESE,2763
TAX_WORLDLANGUAGES_VIETNAMESE,2763
TAX_FNCACT_GUARD,6527
SOC_USSECURITYAGENCIES,4050
TAX_ETHNICITY_SPANISH,1431
TAX_WORLDLANGUAGES_SPANISH,1430
TAX_ETHNICITY_KOREAN,12662
TAX_WORLDLANGUAGES_KOREAN,12646
TAX_FNCACT_SPOKESMAN,23169
SOC_POINTSOFINTEREST_AIRPORT,11421
WB_1804_AIRPORTS,12527
BORDER,21994
USPEC_POLITICS_GENERAL1,151211
SOC_GENERALCRIME,30080
MARITIME_INCIDENT_SELF_IDENTIFIED,2493
TAX_WORLDLANGUAGES_POLISH,1896
TAX_WORLDLANGUAGES_DANISH,371
TAX_ETHNICITY_SCOTTISH,365
TAX_FNCACT_WOMEN,9395
TAX_WORLDFISH_MACKEREL,1
TAX_WORLDCRUSTACEANS,100
TAX_WORLDCRUSTACEANS_LOBSTER,10
TAX_FNCACT_INCUMBENT,2199
TAX_FNCACT_CANDIDATE,7498
TAX_ETHNICITY_AUSTRALIAN,3923
TAX_WORLDMAMMALS_FISHERS,1
TAX_WORLDFISH_TUNA,53
TAX_FNCACT_PRESIDENT,130487
ECON_BANKRUPTCY,1220
TAX_FNCACT_MAN,14510
TAX_FNCACT_VOLUNTEERS,2395
TAX_FNCACT_PARAMEDICS,184
TAX_ETHNICITY_TAIWANESE,1851
NEGOTIATIONS,22769
WB_2473_DIPLOMACY_AND_NEGOTIATIONS,23213
WB_939_NEGOTIATION,19352
WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT,63428
WB_936_ALTERNATIVE_DISPUTE_RESOLUTION,22542
WB_843_DISPUTE_RESOLUTION,22578
WB_2471_PEACEKEEPING,30175
SOVEREIGNTY,14774
TAX_ETHNICITY_AMERICAN,10933
TAX_WORLDCRUSTACEANS_LOBSTERS,2
TAX_ETHNICITY_RUSSIAN,57633
TAX_WORLDLANGUAGES_RUSSIAN,57881
TAX_FNCACT_MANAGERS,2183
TAX_WORLDFISH_HALIBUT,1
TAX_WORLDFISH_SALMON,196
TAX_FNCACT_VICE_PRESIDENT,7563
TAX_FNCACT_LEADERS,47297
TAX_ETHNICITY_FAROESE,1
TAX_WORLDLANGUAGES_FAROESE,1
TAX_WORLDLANGUAGES_WIRADJURI,6
WB_2670_JOBS,33413
WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES,10437
WB_723_PUBLIC_ADMINISTRATION,14279
WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR,10708
ETH_INDIGINOUS,708
TAX_FNCACT_WARRIOR,130
TAX_WORLDLANGUAGES_BURRA,6
TAX_WORLDFISH_EELS,7
TAX_WORLDREPTILES,342
TAX_WORLDREPTILES_TURTLE,15
TAX_WORLDREPTILES_SNAKES,110
EDUCATION,52890
SOC_POINTSOFINTEREST_SCHOOLS,5755
TAX_FNCACT_ELDERS,384
TAX_FNCACT_TOURISTS,6902
WB_2203_HUMAN_RIGHTS,20183
WB_2482_RECONCILIATION,4565
WB_2519_RESPONSES_TO_HUMAN_RIGHTS_ABUSES,4646
TAX_FNCACT_WALKER,81
ECON_STOCKMARKET,7355
TRIAL,36693
TAX_FNCACT_SPOKESWOMAN,3885
WB_1156_MONITORING_AND_EVALUATION_SYSTEMS,333
WB_695_POVERTY,20705
WB_706_EVIDENCE_BASED_POLICY,2776
PIRACY,1303
TAX_FNCACT_PIRATES,472
USPEC_POLICY1,81851
WB_670_ICT_SECURITY,5323
WB_2372_AUTHENTICATION_AND_AUTHORIZATION,913
TAX_FNCACT_CRUSADER,142
WB_286_TELECOMMUNICATIONS_AND_BROADBAND_ACCESS,13239
WB_2120_SATELLITES,7805
WB_2329_ACCESS_AND_CONNECTIVITY,7997
TAX_WORLDFISH_SARDINE,12
EPU_CATS_MIGRATION_FEAR_MIGRATION,8024
MARITIME_PIRACY,5992
WB_1983_HEALTHY_OCEANS,126
WB_1048_MARINE_PROTECTED_AREAS,71
RAPE,2615
TAX_WORLDFISH_SARDINES,11
TAX_DISEASE_FEVER,1189
TAX_FNCACT_LAWYER,4827
RELATIONS,15955
WB_2943_SWITCHES,979
WB_667_ICT_INFRASTRUCTURE,4173
WB_672_NETWORK_MANAGEMENT,1943
TAX_ETHNICITY_SOMALIS,171
TAX_WORLDLANGUAGES_SOMALIS,171
SOC_POINTSOFINTEREST_ARMY_BASE,188
TAX_MILITARY_TITLE_SOLDIERS,11491
TAX_FNCACT_SOLDIERS,11796
TAX_FNCACT_SAILORS,454
WB_838_PUBLIC_ACCOUNTABILITY_MECHANISMS,2273
TAX_FNCACT_CHAIRMAN,42465
WB_166_RAILWAYS,14378
CONSTITUTIONAL,16353
EPU_POLICY_LAW,27896
URBAN,10254
RURAL,11908
ECON_TAXATION,9763
EPU_POLICY_TAX,5379
EPU_CATS_TAXES,6728
DRUG_TRADE,5762
CRIME_CARTELS,1502
SMUGGLING,4281
CORRUPTION,32978
EPU_POLICY_POLITICAL,49162
TAX_FNCACT_BUSINESSMEN,3025
TAX_FNCACT_PHOTOGRAPHER,226
WB_470_EDUCATION,39359
TAX_FNCACT_ASSISTANT,3416
TAX_FNCACT_CINEMATOGRAPHER,5
TAX_FNCACT_OPERATOR,1633
POVERTY,16346
SELF_IDENTIFIED_ATROCITY,6155
TERROR,61477
WB_2507_HUMAN_RIGHTS_ABUSES_AND_VIOLATIONS,6529
WB_2509_GENOCIDE,1699
TAX_FNCACT_DIRECTORS,1752
WB_1467_EDUCATION_FOR_ALL,11834
WB_2131_EMPLOYABILITY_SKILLS_AND_JOBS,10549
WB_1484_EDUCATION_SKILLS_DEVELOPMENT_AND_LABOR_MARKET,10675
TAX_FNCACT_SUPERVISOR,531
IDEOLOGY,20271
TAX_WORLDMAMMALS_RABBIT,105
PERSECUTION,1371
DISCRIMINATION,5688
UNGP_FREEDOM_FROM_DISCRIMINATION,2440
TAX_AIDGROUPS,8816
TAX_AIDGROUPS_AMNESTY_INTERNATIONAL,329
REFUGEES,10489
TAX_WORLDLANGUAGES_RUSSIA,59340
WB_2462_POLITICAL_VIOLENCE_AND_WAR,30143
TAX_FNCACT_LEADER,40949
USPEC_UNCERTAINTY1,22600
WB_698_TRADE,55603
SANCTIONS,14204
TAX_WORLDLANGUAGES_WARM_SPRING,1
TAX_ETHNICITY_IRISH,193
TAX_WORLDLANGUAGES_IRISH,193
TAX_ETHNICITY_THAI,2223
TAX_FNCACT_COMMUNIST,43131
SELF_IDENTIFIED_HUMAN_RIGHTS,14335
TAX_RELIGION,33586
TAX_RELIGION_HINDU,543
TAX_ETHNICITY_HINDU,543
TAX_WORLDLANGUAGES_TIMOR,190
TAX_POLITICAL_PARTY,63436
TAX_POLITICAL_PARTY_COMMUNIST_PARTY,40797
TAX_FNCACT_CREW_MEMBERS,1645
CRISISLEX_C05_NEED_OF_SHELTERS,2227
TAX_FNCACT_INSPECTORS,1605
TAX_AIDGROUPS_GREENPEACE,83
EPU_POLICY_POLICY,21229
TAX_FNCACT_FOREIGN_MINISTER,29768
TAX_FNCACT_MINISTERS,16548
TAX_FNCACT_FOREIGN_MINISTERS,4629
WB_539_OIL_AND_GAS_POLICY_STRATEGY_AND_INSTITUTIONS,5435
WB_548_PPP_IN_OIL_AND_GAS,4717
WB_2298_REFINERIES,776
TAX_WORLDMAMMALS_CAT,413
SCIENCE,28110
EVACUATION,7472
CRISISLEX_T09_DISPLACEDRELOCATEDEVACUATED,5118
TAX_FNCACT_VISCOUNT,121
TAX_FNCACT_PORTFOLIO_MANAGER,34
TAX_FNCACT_DEVELOPER,667
TAX_FNCACT_ANALYST,6534
TAX_FNCACT_HISTORIAN,612
TAX_FNCACT_PROFESSOR,6731
TAX_WORLDFISH_SHARKS,30
UNGP_JOB_OPPORTUNITIES_EMPLOYMENT,2807
WB_1675_GRADUATION,797
WB_855_LABOR_MARKETS,6136
WB_1673_PASSIVE_LABOR_MARKETS_POLICIES,1115
WB_697_SOCIAL_PROTECTION_AND_LABOR,10908
TAX_FNCACT_CONSULTANT,698
WB_856_WAGES,2568
WB_1654_ACTIVE_LABOR_MARKET_POLICIES,2608
TAX_FNCACT_WORKERS,12859
DEMOCRACY,24617
UNGP_POLITICAL_FREEDOMS,5987
ECON_SUBSIDIES,2321
WB_1948_SUBSIDIES,2435
ECON_UNIONS,2207
WB_1668_LABOR_STANDARDS,1943
WB_1670_TRADE_UNIONS,1370
WB_2847_INDUSTRIAL_POLICIES,358
WB_2769_JOBS_STRATEGIES,15844
WB_1070_ECONOMIC_GROWTH_POLICY,1493
WB_471_ECONOMIC_GROWTH,24836
WB_1075_INDUSTRY_POLICY,566
NEW_CONSTRUCTION,1779
WB_1160_SHOCKS_AND_VULNERABILITY,2031
TAX_FNCACT_TRAINED_WORKERS,2
SOC_INNOVATION,21150
WB_2019_ANTI_CORRUPTION_LEGISLATION,8356
WB_2020_BRIBERY_FRAUD_AND_COLLUSION,8323
TAX_FNCACT_EMPLOYER,340
WB_2690_CATEGORIES_OF_EMPLOYMENT,2013
WB_2689_JOBS_DIAGNOSTICS,12644
WB_2704_EMPLOYER,913
PUBLIC_TRANSPORT,13792
WB_3002_INDUSTRY_CLUSTER,201
TAX_DISEASE_SARS,375
SURVEILLANCE,4823
ECON_WORLDCURRENCIES_DOLLAR,4594
ECON_WORLDCURRENCIES_US_DOLLAR,1085
WB_1281_MANUFACTURING,11689
TAX_FNCACT_EMPLOYEES,6094
UNSAFE_WORK_ENVIRONMENT,330
WB_2788_LABOR_MARKET_INSTITUTIONS_AND_POLICIES,422
WB_2802_WORKING_CONDITIONS,361
WB_2745_JOB_QUALITY_AND_LABOR_MARKET_PERFORMANCE,9210
WB_2748_EMPLOYMENT,6399
SLFID_ECONOMIC_DEVELOPMENT,14634
TAX_FNCACT_MIGRANT_WORKERS,1406
WB_2725_CATEGORIES_OF_WORKERS,1816
WB_2729_MIGRANT_WORKERS,1487
EPU_POLICY_REGULATION,2979
WB_439_MACROECONOMIC_AND_STRUCTURAL_POLICIES,10809
WB_829_FISCAL_DECENTRALIZATION,526
WB_874_LOCAL_FINANCE,524
WB_877_ASSET_MANAGEMENT,371
WB_445_FISCAL_POLICY,4437
ECON_ENTREPRENEURSHIP,9256
TAX_FNCACT_ENTREPRENEUR,761
TAX_FNCACT_PEERS,695
WB_476_GREEN_GROWTH,6969
WB_1100_SUSTAINABLE_GROWTH,7825
TAX_ETHNICITY_CZECH,1991
TAX_WORLDLANGUAGES_CZECH,1990
WB_738_SOCIAL_COHESION,4985
WB_134_SOCIAL_DEVELOPMENT,13389
WB_1226_INDUSTRIAL_CLUSTERS_AND_VALUE_CHAINS,810
WB_1765_CULTURE_HERITAGE_AND_SUSTAINABLE_TOURISM,77
TAX_FNCACT_DRIVER,2802
WB_421_SOCIAL_INCLUSION,2665
TAX_FNCACT_CHAIRPERSON,3314
TAX_WORLDLANGUAGES_MANDARIN,687
TAX_DISEASE_CANCER,1493
WB_1431_CANCER,1494
TAX_FNCACT_CAPTAINS,121
TAX_FNCACT_ANGLERS,18
TAX_WORLDFISH_ANGLERS,18
TAX_WORLDMAMMALS_MOUSE,53
SOC_POINTSOFINTEREST_JAIL,2863
WB_862_GROWTH_POLES_AND_ECONOMIC_ZONES,6470
FOOD_SECURITY,2677
WB_199_FOOD_SECURITY,1299
WB_1967_AGRICULTURAL_RISK_AND_SECURITY,6896
UNGP_AFFORDABLE_NUTRITIOUS_FOOD,661
TAX_ETHNICITY_INDONESIAN,2281
TAX_WORLDLANGUAGES_INDONESIAN,2281
TAX_RELIGION_AFRICAN_DIASPORA,80
ENV_METALS,985
WB_2937_SILVER,623
TAX_FNCACT_MINER,833
TAX_FNCACT_MINERS,2248
TAX_FNCACT_GOLD_MINERS,81
TAX_FNCACT_PRODUCER,2293
WB_1743_ANTICARTEL_ENFORCEMENT,337
WB_406_COMPETITION_POLICY,1348
WB_2101_ANTITRUST,1141
TAX_FNCACT_CHIEF,32493
TAX_FNCACT_EXECUTIVE,15915
TAX_FNCACT_CHIEF_EXECUTIVE,4917
TAX_MILITARY_TITLE_OFFICER,5950
TAX_FNCACT_OFFICER,8339
TAX_FNCACT_EXECUTIVE_OFFICER,854
TAX_FNCACT_CHIEF_EXECUTIVE_OFFICER,804
TAX_FNCACT_SPECULATOR,31
CRISISLEX_T01_CAUTION_ADVICE,40618
TAX_FNCACT_CANDIDATES,6625
TAX_WORLDMAMMALS_BEAR,3746
WB_845_LEGAL_AND_REGULATORY_FRAMEWORK,18141
WB_1040_COPYRIGHT_LAW,58
WB_851_INTELLECTUAL_PROPERTY_RIGHTS,2181
WB_1039_PROPERTY_LAWS_AND_REGULATIONS,2865
TAX_FNCACT_ADVERTISERS,221
TAX_FNCACT_SPOKESPERSON,25453
TAX_WORLDFISH_DORADO,8
ENV_COAL,7076
SLFID_ECONOMIC_DEVELOPMENTAID,3118
TAX_WORLDLANGUAGES_ACCRA,35
SOC_EMERGINGTECH,1834
WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,8288
WB_1462_WATER_SANITATION_AND_HYGIENE,6357
CRIME_LOOTING,663
SHORTAGE,2901
MOVEMENT_ENVIRONMENTAL,327
WB_1535_DISTANCE_EDUCATION,4
WB_494_EDUCATION_AND_ICT,70
WB_2918_RADIO_INSTRUCTION,4
WB_1497_EDUCATION_MANAGEMENT_AND_ADMINISTRATION,11107
TAX_FNCACT_NAVAL_OFFICERS,90
TAX_FNCACT_PRINCIPAL,1180
UNREST_BELLIGERENT,14255
UNGP_JOB_OPPORTUNITIES_WORKING_CONDITIONS,600
WB_963_NATURAL_RESOURCES_LAW,1725
WB_1020_LAW_OF_THE_SEA,1695
WB_837_OPEN_GOVERNMENT_AND_TRANSPARENCY,501
WB_2031_RIGHT_TO_INFORMATION,501
WB_652_ICT_APPLICATIONS,7175
WB_662_SOCIAL_MEDIA,5101
WB_658_ENTERPRISE_APPLICATIONS,7175
ECON_CURRENCY_EXCHANGE_RATE,4976
EPU_CATS_SOVEREIGN_DEBT_CURRENCY_CRISES,1314
IMMIGRATION,3538
WB_2837_IMMIGRATION,2333
WB_2836_MIGRATION_POLICIES_AND_JOBS,13661
TAX_FNCACT_WRITER,1727
WB_728_PUBLIC_SERVICE_DELIVERY,2559
WB_410_BUSINESS_LAW_AND_REGULATION,433
WB_417_CORPORATE_GOVERNANCE,47
WB_515_POWER_SECTOR_POLICY_AND_INSTITUTIONS,49
WB_519_UTILITIES_GOVERNANCE_AND_PERFORMANCE,47
WB_1920_FINANCIAL_SECTOR_DEVELOPMENT,21535
WB_847_COMPANY_AND_CORPORATE_LAW,139
WB_332_CAPITAL_MARKETS,3629
WB_721_STATE_OWNED_ENTERPRISES,1925
TAX_FNCACT_AGENTS,2889
TAX_ETHNICITY_PORTUGUESE,508
TAX_WORLDLANGUAGES_PORTUGUESE,498
WB_2465_REVOLUTIONARY_VIOLENCE,5999
WB_2931_IRON,2568
ENV_HYDRO,2043
WB_525_RENEWABLE_ENERGY,4253
WB_527_HYDROPOWER,1983
TAX_DISEASE_DISEASE,1062
UNGP_HEALTHCARE,3206
WB_2474_DISARMAMENT_DEMOBILIZATION_REINTEGRATION,990
WB_932_DEMOBILISATION_DISARMAMENT_AND_REINTEGRATION,990
EXILE,1464
PEACEKEEPING,5111
TAX_FNCACT_AMBASSADORS,1941
TAX_FNCACT_COMMISSIONERS,232
TAX_FNCACT_HIGH_COMMISSIONERS,48
TAX_FNCACT_BUSINESS_LEADERS,1520
TAX_FNCACT_MAGISTRATE,300
ORGANIZED_CRIME,5420
DELAY,12206
DISCRIMINATION_IMMIGRATION,1311
DISCRIMINATION_IMMIGRATION_XENOPHOBIA,360
CRISISLEX_O01_WEATHER,9857
SLFID_ECONOMIC_POWER,659
TAX_ETHNICITY_ASIAN,20483
TAX_FNCACT_ASSOCIATE_DIRECTOR,70
KIDNAP,4782
TAX_WORLDMAMMALS_LION,648
WB_2944_SERVERS,965
WB_671_STORAGE_MANAGEMENT,965
TAX_FNCACT_CITIZENS,17230
SOC_POINTSOFINTEREST_JAILS,200
CRISISLEX_T04_INFRASTRUCTURE,12006
SOC_ECONCOOP,10241
WB_2467_TERRORISM,18315
WB_615_GENDER,1133
MOVEMENT_WOMENS,640
WB_919_GENDER_AND_HUMAN_DEVELOPMENT,743
UNGP_GENDER_EQUALITY,668
WB_477_INCLUSIVE_GROWTH,934
INEQUALITY,510
TAX_WORLDLANGUAGES_MENG,4241
ECON_MOU,2959
TAX_FNCACT_DEPUTY,47242
WB_2667_RURAL_DEVELOPMENT,496
MEDIA_CENSORSHIP,2442
TAX_WORLDLANGUAGES_AZERBAIJAN,6932
TAX_FNCACT_EXECUTIVE_DIRECTOR,1322
RETALIATE,2436
TAX_ETHNICITY_MAURITANIA,425
TAX_FNCACT_DIPLOMATS,3827
LGBT,1043
FREESPEECH,1932
TAX_FNCACT_DIPLOMAT,3851
TAX_RELIGION_MUSLIM,3913
TAX_ETHNICITY_MUSLIM,3903
VETO,1710
WB_376_INNOVATION_TECHNOLOGY_AND_ENTREPRENEURSHIP,2902
WB_1917_INTELLECTUAL_PROPERTY,2210
WB_377_FIRM_INNOVATION_PRODUCTIVITY_AND_GROWTH,2307
PROPERTY_RIGHTS,1931
WB_1907_PERSONAL_PROPERTY_RIGHTS,1708
HUMAN_RIGHTS_ABUSES,2776
HUMAN_RIGHTS_ABUSES_EXTRAJUDICIAL,131
HUMAN_RIGHTS_ABUSES_ARBITRARY_EXECUTIONS,5
WB_2840_INTEGRATION,11206
WB_2008_WATER_TREATMENT,447
TRANSPARENCY,7481
ECON_DEVELOPMENTORGS_AFRICAN_DEVELOPMENT_BANK,103
TAX_FNCACT_MANUFACTURER,1882
ENV_SOLAR,1554
ENV_GREEN,2063
TAX_ETHNICITY_BLACK,6536
WB_165_AIR_TRANSPORT,6975
WB_164_MODES_OF_TRANSPORT,7334
WB_2601_TRADE_LINKAGES_SPILLOVERS_AND_CONNECTIVITY,3564
WB_772_TRADE_FACILITATION_AND_LOGISTICS,4231
WB_866_CONNECTIVITY_AND_LAGGING_REGIONS,3331
WB_797_NATIONAL_URBAN_POLICIES,3484
ECON_FOREIGNINVEST,4343
ECON_MIDDLECLASS,533
WB_1153_MIDDLE_CLASS,644
WB_1152_ECONOMIC_AND_SOCIAL_MOBILITY,658
WB_707_POVERTY_MEASUREMENT_AND_ANALYSIS,658
ELECTION,36535
TAX_FNCACT_FATHERS,132
TAX_WORLDBIRDS,2932
TAX_WORLDBIRDS_MAO,1730
TAX_FNCACT_PHILANTHROPIST,42
SOC_POINTSOFINTEREST_UNIVERSITY,16963
TAX_FNCACT_PRIESTS,80
TAX_ETHNICITY_INDIGENOUS,670
TAX_RELIGION_CATHOLIC,697
RELIGION,11246
TAX_FNCACT_STUDENTS,9427
TAX_FNCACT_FACULTY,460
SOC_POINTSOFINTEREST_UNIVERSITIES,2585
TAX_FNCACT_STUDENT,4208
TAX_FNCACT_CHIEF_JUSTICE,634
TAX_FNCACT_PERCUSSIONIST,2
TAX_FNCACT_SPEAKER,9736
TAX_FNCACT_ENGINEER,1946
TAX_FNCACT_SOUND_ENGINEER,2
WB_1703_POWER_DISTRIBUTION,85
WB_508_POWER_SYSTEMS,8081
SOC_POINTSOFINTEREST_AIRPORTS,1733
WB_1358_GENERIC_DRUGS,188
TAX_FNCACT_MARQUIS,42
ECON_DEBT,5200
WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT,9082
WB_450_DEBT,6377
TAX_FNCACT_MERCHANT,194
TAX_FNCACT_REGULATORS,1072
TAX_ETHNICITY_KOREANS,551
TAX_WORLDLANGUAGES_KOREANS,551
ECON_MONOPOLY,1366
TAX_FNCACT_INDUSTRIALIST,84
ECON_TRADE_DISPUTE,2134
WB_2299_PIPELINES,4146
WB_713_PUBLIC_FINANCE,3965
WB_718_PUBLIC_INVESTMENT_MANAGEMENT,84
UNGP_CLIMATE_CHANGE_ACTION,2807
DISCRIMINATION_RACE,768
DISCRIMINATION_RACE_RACISM,424
VIOLENT_UNREST,2639
TAX_WORLDINSECTS,364
TAX_WORLDINSECTS_BEE,91
APPOINTMENT,12527
TAX_FOODSTAPLES_BREAD,311
TAX_FNCACT_SERVANT,326
TAX_WORLDMAMMALS_SHEEP,431
TAX_WORLDMAMMALS_GOATS,130
TAX_FOODSTAPLES_WHEAT,532
TAX_FNCACT_FATHER,3154
TAX_RELIGION_JEWS,897
EPU_POLICY_LEGISLATION,3448
ACT_MAKESTATEMENT,5887
TAX_MILITARY_TITLE_CAPTAIN,1228
TAX_FNCACT_CAPTAIN,1256
TAX_FNCACT_SHEPHERD,149
TAX_FNCACT_SKIPPERS,16
ENV_OIL,14035
TAX_FNCACT_STAFF_MEMBER,217
